Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,07/10/2023,"ELEMENTS CHANDLER SOUTH CHANDLER AZ          07/08",-30.00,DEBIT_CARD,1020.88,,
DEBIT,07/10/2023,"APPLE.COM/BILL 866-712-7753 CA               07/09",-7.54,DEBIT_CARD,1050.88,,
DEBIT,07/10/2023,"JACK IN THE BOX 1180 PHOENIX AZ              07/08",-13.66,DEBIT_CARD,1058.42,,
DEBIT,07/07/2023,"VITAL4MEN CHANDLER AZ                        07/05",-45.00,DEBIT_CARD,1072.08,,
DEBIT,07/06/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        07/06",-49.95,DEBIT_CARD,1117.08,,
DEBIT,07/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        07/05",-61.33,DEBIT_CARD,1167.03,,
DEBIT,07/05/2023,"ARCO #42722 AMPM CHANDLER AZ                 07/05",-10.60,DEBIT_CARD,1228.36,,
DEBIT,07/05/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-14.11,ACH_DEBIT,1238.96,,
DEBIT,07/05/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-191.00,ACH_DEBIT,1253.07,,
DEBIT,07/05/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        07/05",-10.55,DEBIT_CARD,1444.07,,
DEBIT,07/05/2023,"Payment to Chase card ending in 9901 07/05",-331.19,LOAN_PMT,1454.62,,
DEBIT,07/05/2023,"APPLE.COM/BILL 866-712-7753 CA               07/05",-26.93,DEBIT_CARD,1785.81,,
DEBIT,07/05/2023,"METAPAY*Jessica Pugh pay.fb.com CA           07/03",-230.00,DEBIT_CARD,1812.74,,
DEBIT,07/05/2023,"BRONCO TRADING COMPANY TOMBSTONE AZ          07/02",-73.43,DEBIT_CARD,2042.74,,
CREDIT,07/05/2023,"Zelle payment from KATHERINE DIANE BOGUSHEFSKY- REAMER 17810850072",230.00,QUICKPAY_CREDIT,2116.17,,
DEBIT,07/03/2023,"Instacart San Francisco CA           792425  07/03",-201.46,DEBIT_CARD,1886.17,,
DEBIT,07/03/2023,"PILOT #1178 TUCSON AZ                455248  07/03",-10.98,DEBIT_CARD,2087.63,,
DEBIT,07/03/2023,"PILOT #1178 TUCSON AZ                802457  07/03",-10.58,DEBIT_CARD,2098.61,,
DEBIT,07/03/2023,"PILOT #1178 TUCSON AZ                550272  07/03",-33.99,DEBIT_CARD,2109.19,,
DEBIT,07/03/2023,"SIERRA SUITES SIERRA VISTA AZ                07/02",-107.09,DEBIT_CARD,2143.18,,
DEBIT,07/03/2023,"METAPAY*Jessica Pugh pay.fb.com CA           07/02",-38.00,DEBIT_CARD,2250.27,,
DEBIT,07/03/2023,"ARLENE'S TOMBSTONE AZ                        07/02",-7.62,DEBIT_CARD,2288.27,,
DEBIT,07/03/2023,"Zelle payment to Katherine Bogushefsky 17784566387",-40.00,QUICKPAY_DEBIT,2295.89,,
DEBIT,07/03/2023,"SQ *TOMBSTONE CABAL CEL Tombstone AZ         07/02",-59.17,DEBIT_CARD,2335.89,,
DEBIT,07/03/2023,"Zelle payment to Katherine Bogushefsky 17783385730",-30.00,QUICKPAY_DEBIT,2395.06,,
DEBIT,07/03/2023,"Zelle payment to Katherine Bogushefsky 17783337920",-7.00,QUICKPAY_DEBIT,2425.06,,
DEBIT,07/03/2023,"Zelle payment to Katherine Bogushefsky 17783237566",-25.00,QUICKPAY_DEBIT,2432.06,,
DEBIT,07/03/2023,"SQ *PATISSERIE JACQUI BISBEE AZ              07/02",-36.58,DEBIT_CARD,2457.06,,
DEBIT,07/03/2023,"CIRCLE K 00191 102 FR SIERRA VISTA AZ        07/01",-36.62,DEBIT_CARD,2493.64,,
DEBIT,07/03/2023,"SHELL SERVICE STATION SUN LAKES AZ   657084  07/01",-25.58,DEBIT_CARD,2530.26,,
DEBIT,07/03/2023,"SHELL OIL 57442011003 SUN LAKES AZ           07/01",-13.28,DEBIT_CARD,2555.84,,
DEBIT,07/03/2023,"THE VAPE LAB CHANDLER AZ                     07/01",-38.79,DEBIT_CARD,2569.12,,
DEBIT,07/03/2023,"TACO BELL 037559 CHANDLER AZ                 07/01",-23.00,DEBIT_CARD,2607.91,,
DEBIT,07/03/2023,"TIL*TP BLACK ROCK BR23 CHANDLER AZ           07/01",-15.66,DEBIT_CARD,2630.91,,
DEBIT,07/03/2023,"COSTCO *ANNUAL RENEWA 800-774-2678 WA        07/02",-64.68,DEBIT_CARD,2646.57,,
DEBIT,07/03/2023,"Autosave General Saving 11420064756",-830.00,ACCT_XFER,2711.25,,
DEBIT,07/03/2023,"MCDONALD'S F39488 CHANDLER AZ                07/01",-13.27,DEBIT_CARD,3541.25,,
DEBIT,07/03/2023,"STM - RIZZO'S PIZZA CHANDLER AZ              07/01",-6.50,DEBIT_CARD,3554.52,,
DEBIT,07/03/2023,"CALENDLY HTTPSCALENDLY GA                    06/30",-10.71,DEBIT_CARD,3561.02,,
CREDIT,06/30/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2919.70,ACH_CREDIT,3571.73,,
DEBIT,06/29/2023,"Instacart San Francisco CA           792458  06/29",-36.44,DEBIT_CARD,652.03,,
DEBIT,06/29/2023,"COURSRA3OWUW9HOTDYOBP 650-963-9884 CA        06/29",-52.82,DEBIT_CARD,688.47,,
DEBIT,06/29/2023,"JOLIES PLACE CHANDLER AZ                     06/27",-41.22,DEBIT_CARD,741.29,,
DEBIT,06/29/2023,"VITAL4MEN CHANDLER AZ                        06/27",-45.00,DEBIT_CARD,782.51,,
DEBIT,06/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,827.51,,
DEBIT,06/28/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    06/27",-25.00,DEBIT_CARD,979.72,,
CREDIT,06/28/2023,"Online Transfer from SAV ...8306 transaction#: 17738451164",500.00,ACCT_XFER,1004.72,,
DEBIT,06/27/2023,"DJs Smoke Shop 2 Chandler AZ         767727  06/27",-23.26,DEBIT_CARD,504.72,,
DEBIT,06/26/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,527.98,,
DEBIT,06/26/2023,"METAPAY*Jessica Pugh pay.fb.com CA           06/25",-116.25,DEBIT_CARD,530.98,,
DEBIT,06/26/2023,"CHILI'S SUPERSTITION SP MESA AZ              06/25",-99.48,DEBIT_CARD,647.23,,
DEBIT,06/26/2023,"NON-CHASE ATM WITHDRAW               742535  06/247200 W CH",-102.00,ATM,746.71,,
DEBIT,06/26/2023,"Just Blaze Phoenix AZ                887807  06/24",-162.45,DEBIT_CARD,848.71,,
DEBIT,06/26/2023,"Arizona Organix Glendale AZ                  06/24",-18.78,DEBIT_CARD,1011.16,,
DEBIT,06/26/2023,"MCDONALD'S F25665 NEW RIVER AZ               06/24",-15.92,DEBIT_CARD,1029.94,,
DEBIT,06/26/2023,"SHELL SERVICE STATION SUN LAKES AZ   058361  06/24",-38.41,DEBIT_CARD,1045.86,,
DEBIT,06/26/2023,"SHELL OIL 57442011003 SUN LAKES AZ           06/24",-9.87,DEBIT_CARD,1084.27,,
DEBIT,06/26/2023,"Nintendo CA1008246501 800-2553700 WA         06/24",-75.45,DEBIT_CARD,1094.14,,
DEBIT,06/26/2023,"MCDONALD'S F11552 CHANDLER AZ                06/24",-21.27,DEBIT_CARD,1169.59,,
DEBIT,06/26/2023,"APPLE.COM/BILL 866-712-7753 CA               06/24",-33.40,DEBIT_CARD,1190.86,,
DEBIT,06/26/2023,"JOLIES PLACE CHANDLER AZ                     06/23",-23.25,DEBIT_CARD,1224.26,,
DEBIT,06/26/2023,"JOLIES PLACE CHANDLER AZ                     06/23",-9.25,DEBIT_CARD,1247.51,,
DEBIT,06/26/2023,"JOLIES PLACE CHANDLER AZ                     06/23",-18.25,DEBIT_CARD,1256.76,,
DEBIT,06/26/2023,"JOLIES PLACE CHANDLER AZ                     06/23",-7.00,DEBIT_CARD,1275.01,,
DEBIT,06/26/2023,"SUPER STAR CAR WASH AZR CHANDLER AZ          06/23",-20.00,DEBIT_CARD,1282.01,,
DEBIT,06/26/2023,"THE VAPE LAB CHANDLER AZ                     06/23",-36.63,DEBIT_CARD,1302.01,,
DEBIT,06/26/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          06/23",-10.00,DEBIT_CARD,1338.64,,
DEBIT,06/26/2023,"CIRCLE K # 05301 CHANDLER AZ                 06/23",-11.36,DEBIT_CARD,1348.64,,
DEBIT,06/23/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    06/23",-25.00,DEBIT_CARD,1360.00,,
DEBIT,06/23/2023,"GEICO  *AUTO 800-841-3000 DC                 06/23",-112.62,DEBIT_CARD,1385.00,,
DEBIT,06/23/2023,"APPLE.COM/BILL 866-712-7753 CA               06/23",-17.24,DEBIT_CARD,1497.62,,
DEBIT,06/22/2023,"TACO BELL 037547 PHOENIX AZ                  06/21",-14.00,DEBIT_CARD,1514.86,,
DEBIT,06/22/2023,"BURGER KING #3065 CHANDLER AZ                06/20",-8.93,DEBIT_CARD,1528.86,,
DEBIT,06/22/2023,"JOLIES PLACE CHANDLER AZ                     06/20",-58.05,DEBIT_CARD,1537.79,,
DEBIT,06/21/2023,"PAYPAL           INST XFER  LINKEDIN        WEB ID: PAYPALSI77",-43.11,ACH_DEBIT,1595.84,,
DEBIT,06/20/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,1638.95,,
DEBIT,06/20/2023,"SHIPT* ORDER WWW.SHIPT.COM AL                06/19",-113.14,DEBIT_CARD,1651.90,,
DEBIT,06/20/2023,"SHIPT* MONTHLY MEMBE WWW.SHIPT.COM AL        06/19",-10.99,DEBIT_CARD,1765.04,,
DEBIT,06/20/2023,"CVS/PHARMACY #03491 SUN LAKES AZ             06/18",-22.28,DEBIT_CARD,1776.03,,
DEBIT,06/20/2023,"Zelle payment to Katherine Bogushefsky 17658930128",-100.00,QUICKPAY_DEBIT,1798.31,,
DEBIT,06/20/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        06/18",-51.10,DEBIT_CARD,1898.31,,
DEBIT,06/20/2023,"AKIMEL ENTERPRI CHANDLER AZ                  06/17",-50.18,DEBIT_CARD,1949.41,,
DEBIT,06/20/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          06/17",-151.27,DEBIT_CARD,1999.59,,
DEBIT,06/20/2023,"Payment to Chase card ending in 9901 06/20",-646.06,LOAN_PMT,2150.86,,
DEBIT,06/20/2023,"APPLE.COM/BILL 866-712-7753 CA               06/17",-18.28,DEBIT_CARD,2796.92,,
DEBIT,06/20/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           06/17",-75.45,DEBIT_CARD,2815.20,,
DEBIT,06/20/2023,"Autosave General Saving 11414793538",-830.00,ACCT_XFER,2890.65,,
DEBIT,06/20/2023,"OPENAI OPENAI.COM CA                         06/17",-1.26,DEBIT_CARD,3720.65,,
DEBIT,06/20/2023,"JOLIES PLACE CHANDLER AZ                     06/16",-56.40,DEBIT_CARD,3721.91,,
DEBIT,06/16/2023,"THE VAPE LAB CHANDLER AZ                     06/15",-70.44,DEBIT_CARD,3778.31,,
CREDIT,06/16/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.78,ACH_CREDIT,3848.75,,
DEBIT,06/15/2023,"IC* INSTACART 888-246-7822 CA                06/14",-164.47,DEBIT_CARD,950.97,,
DEBIT,06/15/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         06/14",-50.00,DEBIT_CARD,1115.44,,
DEBIT,06/15/2023,"VITAL4MEN CHANDLER AZ                        06/13",-45.00,DEBIT_CARD,1165.44,,
DEBIT,06/14/2023,"MAJESTIC CHANDLER 9 ALO CHANDLER AZ          06/14",-92.84,DEBIT_CARD,1210.44,,
DEBIT,06/14/2023,"Nintendo CD1001912696 800-2553700 WA         06/14",-4.21,DEBIT_CARD,1303.28,,
DEBIT,06/14/2023,"MAJESTIC CHANDLER 9 B&M CHANDLER AZ          06/13",-10.78,DEBIT_CARD,1307.49,,
DEBIT,06/14/2023,"KEEPERSECURITY.COM HTTPSKEEPERSE IL          06/14",-114.98,DEBIT_CARD,1318.27,,
DEBIT,06/14/2023,"APPLE.COM/BILL 866-712-7753 CA               06/13",-3.22,DEBIT_CARD,1433.25,,
DEBIT,06/14/2023,"APPLE.COM/BILL 866-712-7753 CA               06/13",-6.44,DEBIT_CARD,1436.47,,
DEBIT,06/14/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  307636  06/13",38.00,DEBIT_CARD,1442.91,,
DEBIT,06/13/2023,"EPOCH EU LTD     IAT PAYPAL 1027579092608   WEB ID: 770510487C",-19.95,ACH_DEBIT,1404.91,,
DEBIT,06/13/2023,"Rocket Money     Premium    ST-W4F2G0Z7F9Z6 CCD ID: 4270465600",-8.00,MISC_DEBIT,1424.86,,
DEBIT,06/13/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         06/12",-50.00,DEBIT_CARD,1432.86,,
DEBIT,06/13/2023,"NETFLIX.COM NETFLIX.COM CA                   06/12",-7.54,DEBIT_CARD,1482.86,,
DEBIT,06/13/2023,"APPLE.COM/US 800-676-2775 CA                 06/13",-7.72,DEBIT_CARD,1490.40,,
DEBIT,06/13/2023,"APPLE.COM/US 800-676-2775 CA                 06/13",-99.00,DEBIT_CARD,1498.12,,
DEBIT,06/12/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,1597.12,,
DEBIT,06/12/2023,"PIZZA HUT 35865 https://ipcha AZ             06/11",-45.36,DEBIT_CARD,1600.12,,
DEBIT,06/12/2023,"VIECI, ECOMM PURCHASE 8008286302 WY          06/11",-238.52,DEBIT_CARD,1645.48,,
DEBIT,06/12/2023,"WHP-RIZZO'S PIZZA CHANDLER AZ                06/11",-14.00,DEBIT_CARD,1884.00,,
DEBIT,06/12/2023,"NON-CHASE ATM WITHDRAW               529215  06/105040 WEST",-103.00,ATM,1898.00,,
DEBIT,06/12/2023,"OLIVE GARDEN #00017475 CHANDLER AZ           06/10",-100.45,DEBIT_CARD,2001.00,,
DEBIT,06/12/2023,"APPLE.COM/BILL 866-712-7753 CA               06/09",-3.22,DEBIT_CARD,2101.45,,
DEBIT,06/12/2023,"APPLE.COM/BILL 866-712-7753 CA               06/09",-29.07,DEBIT_CARD,2104.67,,
DEBIT,06/09/2023,"AMERICAN EXPRESS ACH PMT    A7054           WEB ID: 9493560001",-2.16,ACH_DEBIT,2133.74,,
DEBIT,06/08/2023,"JOLIES PLACE CHANDLER AZ                     06/06",-68.05,DEBIT_CARD,2135.90,,
DEBIT,06/07/2023,"IC* INSTACART 888-246-7822 CA                06/06",-5.00,DEBIT_CARD,2203.95,,
DEBIT,06/07/2023,"IC* INSTACART 888-246-7822 CA                06/06",-266.31,DEBIT_CARD,2208.95,,
DEBIT,06/07/2023,"GRUBHUBCAFERIO GRUBHUB.COM NY                06/07",-43.50,DEBIT_CARD,2475.26,,
DEBIT,06/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        06/05",-56.21,DEBIT_CARD,2518.76,,
DEBIT,06/06/2023,"www.g2g.com Singapore                        06/04",12.78,DEBIT_CARD,2574.97,,
DEBIT,06/05/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        06/05",-49.95,DEBIT_CARD,2562.19,,
DEBIT,06/05/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-198.00,ACH_DEBIT,2612.14,,
DEBIT,06/05/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-14.11,ACH_DEBIT,2810.14,,
DEBIT,06/05/2023,"www.g2g.com Singapore                        06/05",-19.26,DEBIT_CARD,2824.25,,
DEBIT,06/05/2023,"www.g2g.com Singapore                        06/04",-13.78,DEBIT_CARD,2843.51,,
DEBIT,06/05/2023,"METAPAY*Jessica Pugh pay.fb.com CA           06/04",-28.00,DEBIT_CARD,2857.29,,
DEBIT,06/05/2023,"LOVE'S #328 CHANDLER AZ                      06/04",-5.98,DEBIT_CARD,2885.29,,
DEBIT,06/05/2023,"WETZEL'S PRETZELS CHANDLER AZ                06/04",-31.64,DEBIT_CARD,2891.27,,
DEBIT,06/05/2023,"APPLE.COM/BILL 866-712-7753 CA               06/04",-13.98,DEBIT_CARD,2922.91,,
DEBIT,06/05/2023,"Hughes Federal Credit 520-7948341 AZ         06/03",-2504.95,DEBIT_CARD,2936.89,,
DEBIT,06/05/2023,"CHEVRON 0210092 CHANDLER AZ                  06/04",-9.79,DEBIT_CARD,5441.84,,
DEBIT,06/05/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        06/04",-10.55,DEBIT_CARD,5451.63,,
DEBIT,06/05/2023,"GRUBHUBSMASHBURGER GRUBHUB.COM NY            06/04",-21.85,DEBIT_CARD,5462.18,,
DEBIT,06/05/2023,"Autosave General Saving 11409519592",-830.00,ACCT_XFER,5484.03,,
DEBIT,06/05/2023,"APPLE.COM/BILL 866-712-7753 CA               06/03",-22.63,DEBIT_CARD,6314.03,,
DEBIT,06/05/2023,"APPLE.COM/BILL 866-712-7753 CA               06/03",-27.97,DEBIT_CARD,6336.66,,
DEBIT,06/05/2023,"AKIMEL SMOKE SHOP SUN LAKES AZ               06/01",-3.79,DEBIT_CARD,6364.63,,
DEBIT,06/05/2023,"VITAL4MEN CHANDLER AZ                        06/01",-45.00,DEBIT_CARD,6368.42,,
CREDIT,06/05/2023,"Online Transfer from SAV ...8306 transaction#: 17534318305",2700.00,ACCT_XFER,6413.42,,
DEBIT,06/02/2023,"METAPAY*Jessica Pugh pay.fb.com CA           06/01",-15.00,DEBIT_CARD,3713.42,,
DEBIT,06/02/2023,"GRAVITATE SMOKE SHOP 10 GILBERT AZ           06/01",-34.47,DEBIT_CARD,3728.42,,
DEBIT,06/02/2023,"LIGHTHOUSE PSYCHIATRY GILBERT AZ             06/01",-25.00,DEBIT_CARD,3762.89,,
DEBIT,06/02/2023,"EEGEES 53 BASELINE GILBERT AZ                06/01",-10.45,DEBIT_CARD,3787.89,,
DEBIT,06/02/2023,"K AND R REFRIGERATION 480-8927100 AZ         06/01",-441.70,DEBIT_CARD,3798.34,,
DEBIT,06/02/2023,"READYREFRESH/WATERSER 800-274-5282 CA        06/02",-31.96,DEBIT_CARD,4240.04,,
CREDIT,06/02/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.80,ACH_CREDIT,4272.00,,
DEBIT,06/01/2023,"APPLE.COM/BILL 866-712-7753 CA               06/01",-36.63,DEBIT_CARD,1374.20,,
DEBIT,06/01/2023,"CALENDLY HTTPSCALENDLY GA                    05/31",-10.71,DEBIT_CARD,1410.83,,
DEBIT,06/01/2023,"APPLE.COM/BILL 866-712-7753 CA               05/31",-15.04,DEBIT_CARD,1421.54,,
DEBIT,05/30/2023,"COURSRA3OWUW9HOTDYOBP 650-963-9884 CA        05/29",-52.82,DEBIT_CARD,1436.58,,
DEBIT,05/30/2023,"SAFEWAY #1566 CHANDLER AZ                    05/27",-46.10,DEBIT_CARD,1489.40,,
DEBIT,05/30/2023,"IC* INSTACART 888-246-7822 CA                05/28",-10.00,DEBIT_CARD,1535.50,,
DEBIT,05/30/2023,"IC* FRYS DEL VIA INS HTTPSDELIVERY CA        05/27",-279.26,DEBIT_CARD,1545.50,,
DEBIT,05/30/2023,"Payment to Chase card ending in 9901 05/30",-238.90,LOAN_PMT,1824.76,,
DEBIT,05/30/2023,"Online Transfer to SAV ...8306 transaction#: 17464285004 05/30",-400.00,ACCT_XFER,2063.66,,
DEBIT,05/30/2023,"APPLE.COM/BILL 866-712-7753 CA               05/28",-39.84,DEBIT_CARD,2463.66,,
DEBIT,05/30/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    05/27",-25.00,DEBIT_CARD,2503.50,,
DEBIT,05/30/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,2528.50,,
DEBIT,05/30/2023,"JOLIES PLACE CHANDLER AZ                     05/26",-80.55,DEBIT_CARD,2680.71,,
DEBIT,05/30/2023,"JOLIES PLACE CHANDLER AZ                     05/26",-10.50,DEBIT_CARD,2761.26,,
DEBIT,05/30/2023,"CHICK-FIL-A #02481 CHANDLER AZ               05/25",-14.10,DEBIT_CARD,2771.76,,
DEBIT,05/26/2023,"SQ *RED STAR VAPOR-CHAN Chandler AZ          05/25",-45.25,DEBIT_CARD,2785.86,,
DEBIT,05/26/2023,"SQ *RED STAR VAPOR-CHAN Chandler AZ          05/25",-57.01,DEBIT_CARD,2831.11,,
DEBIT,05/26/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           05/25",-32.57,DEBIT_CARD,2888.12,,
DEBIT,05/26/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           05/25",-31.47,DEBIT_CARD,2920.69,,
DEBIT,05/25/2023,"O'REILLY AUTO PARTS 38 CHANDLER AZ   538148  05/25",-100.90,DEBIT_CARD,2952.16,,
DEBIT,05/24/2023,"APPLE.COM/BILL 866-712-7753 CA               05/24",-36.62,DEBIT_CARD,3053.06,,
DEBIT,05/23/2023,"CIRCLE K 03372 3077 S GILBERT AZ             05/23",-54.80,DEBIT_CARD,3089.68,,
DEBIT,05/23/2023,"CIRCLE K 03372 3077 S GILBERT AZ             05/23",-10.48,DEBIT_CARD,3144.48,,
DEBIT,05/23/2023,"CIRCLE K 03372 3077 S GILBERT AZ             05/23",-0.09,DEBIT_CARD,3154.96,,
DEBIT,05/23/2023,"GEICO  *AUTO 800-841-3000 DC                 05/23",-112.62,DEBIT_CARD,3155.05,,
DEBIT,05/23/2023,"APPLE.COM/BILL 866-712-7753 CA               05/22",-25.85,DEBIT_CARD,3267.67,,
DEBIT,05/23/2023,"www.cvs.com 800-746-7287 RI                  05/22",-16.11,DEBIT_CARD,3293.52,,
DEBIT,05/22/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,3309.63,,
DEBIT,05/22/2023,"PAYPAL           INST XFER  TWILIO          WEB ID: PAYPALSI77",-15.31,ACH_DEBIT,3312.63,,
DEBIT,05/22/2023,"PAYPAL           INST XFER  TWILIO          WEB ID: PAYPALSI77",-20.00,ACH_DEBIT,3327.94,,
DEBIT,05/22/2023,"METAPAY*Jessica Pugh pay.fb.com CA           05/21",-83.00,DEBIT_CARD,3347.94,,
DEBIT,05/22/2023,"SHELL OIL 57442011003 SUN LAKES AZ           05/20",-18.22,DEBIT_CARD,3430.94,,
DEBIT,05/22/2023,"APPLE.COM/BILL 866-712-7753 CA               05/21",-38.77,DEBIT_CARD,3449.16,,
DEBIT,05/22/2023,"APPLE.COM/BILL 866-712-7753 CA               05/21",-46.31,DEBIT_CARD,3487.93,,
DEBIT,05/22/2023,"Autosave General Saving 11404064978",-430.00,ACCT_XFER,3534.24,,
DEBIT,05/22/2023,"MCDONALD'S F18584 CHANDLER AZ                05/19",-10.56,DEBIT_CARD,3964.24,,
DEBIT,05/22/2023,"Payment to Chase card ending in 9901 05/22",-804.86,ACCT_XFER,3974.80,,
DEBIT,05/22/2023,"CASINO ARIZONA FOOD & B SCOTTSDALE AZ        05/20",-7.38,DEBIT_CARD,4779.66,,
DEBIT,05/22/2023,"NON-CHASE ATM WITHDRAW               023035  05/19524 NORTH",-62.00,ATM,4787.04,,
DEBIT,05/22/2023,"CASINO ARIZONA FOOD & B SCOTTSDALE AZ        05/20",-29.49,DEBIT_CARD,4849.04,,
DEBIT,05/22/2023,"CIRCLE K # 09529 SCOTTSDALE AZ               05/19",-5.78,DEBIT_CARD,4878.53,,
DEBIT,05/22/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  978577  05/21",50.00,DEBIT_CARD,4884.31,,
DEBIT,05/19/2023,"www.g2g.com Singapore                        05/19",-25.38,DEBIT_CARD,4834.31,,
DEBIT,05/19/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        05/18",-51.10,DEBIT_CARD,4859.69,,
CREDIT,05/19/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2944.13,ACH_CREDIT,4910.79,,
DEBIT,05/18/2023,"APPLE.COM/BILL 866-712-7753 CA               05/18",-11.84,DEBIT_CARD,1966.66,,
DEBIT,05/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,1978.50,,
DEBIT,05/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           05/17",-75.45,DEBIT_CARD,1991.45,,
DEBIT,05/17/2023,"www.g2g.com Singapore                        05/16",-22.87,DEBIT_CARD,2066.90,,
DEBIT,05/16/2023,"0094 AMC BAR AHWATUKEE PHOENIX AZ            05/14",-19.74,DEBIT_CARD,2089.77,,
DEBIT,05/16/2023,"0094 AMC BAR AHWATUKEE PHOENIX AZ            05/14",-23.54,DEBIT_CARD,2109.51,,
DEBIT,05/15/2023,"NATIONWIDE MEDICAL 818-338-3535 CA           05/15",-35.43,DEBIT_CARD,2133.05,,
DEBIT,05/15/2023,"Rocket Money     Premium    ST-O0Y1N2P7M7D0 CCD ID: 1800948598",-8.00,MISC_DEBIT,2168.48,,
DEBIT,05/15/2023,"Nintendo CD985091503 800-2553700 WA          05/15",-4.21,DEBIT_CARD,2176.48,,
DEBIT,05/15/2023,"Zelle payment to Katherine Bogushefsky 17355248460",-64.00,QUICKPAY_DEBIT,2180.69,,
DEBIT,05/15/2023,"WALGREENS STORE 10324 SUN LAKES AZ   535206  05/14",-105.74,DEBIT_CARD,2244.69,,
DEBIT,05/15/2023,"BASHAS' #043 SUN LAKES AZ            841843  05/14",-27.98,DEBIT_CARD,2350.43,,
DEBIT,05/15/2023,"METAPAY*Jessica Pugh pay.fb.com CA           05/14",-50.00,DEBIT_CARD,2378.41,,
DEBIT,05/15/2023,"MAJESTIC CHANDLER 9 ALO CHANDLER AZ          05/14",-75.86,DEBIT_CARD,2428.41,,
DEBIT,05/15/2023,"MAJESTIC CHANDLER 9 B&M CHANDLER AZ          05/13",-25.34,DEBIT_CARD,2504.27,,
DEBIT,05/15/2023,"COSTCO WHSE #0644 GILBERT AZ         617229  05/13",-1.49,DEBIT_CARD,2529.61,,
DEBIT,05/15/2023,"APPLE.COM/BILL 866-712-7753 CA               05/13",-3.22,DEBIT_CARD,2531.10,,
DEBIT,05/15/2023,"HUGHES FCU ECM   LOAN PAY   32523140        WEB ID: 1751553739",-268.98,ACH_DEBIT,2534.32,,
DEBIT,05/15/2023,"METAPAY*Jessica Pugh pay.fb.com CA           05/12",-100.00,DEBIT_CARD,2803.30,,
DEBIT,05/15/2023,"APPLE.COM/BILL 866-712-7753 CA               05/13",-56.02,DEBIT_CARD,2903.30,,
DEBIT,05/11/2023,"MCDONALD'S F18584 CHANDLER AZ                05/10",-14.04,DEBIT_CARD,2959.32,,
DEBIT,05/10/2023,"GAMER2GAMER GLOB IAT PAYPAL 1026924935795   WEB ID: 770510487C",-19.27,ACH_DEBIT,2973.36,,
DEBIT,05/10/2023,"APPLE.COM/BILL 866-712-7753 CA               05/10",-32.31,DEBIT_CARD,2992.63,,
DEBIT,05/08/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,3024.94,,
DEBIT,05/08/2023,"FRYS FOOD 985 E RIGGS CHANDLER AZ            05/08",-76.42,DEBIT_CARD,3027.94,,
DEBIT,05/08/2023,"NON-CHASE ATM WITHDRAW               051273  05/0812338 EAS",-102.00,ATM,3104.36,,
